population_group,measure,location,sex,age,cause,metric,year,val,upper,lower
All Population,Deaths,El Salvador,Both,All ages,Cardiovascular diseases,Percent,2016,0.22109560852508517,0.23870389403517622,0.20173708696415213
All Population,Deaths,El Salvador,Both,All ages,Cardiovascular diseases,Rate,2016,158.20400148795864,171.12708675498362,143.82139552323724
All Population,Deaths,Costa Rica,Both,All ages,Mental disorders,Number,2015,0.26306502313727237,0.5294573226250523,0.10776072360242267
All Population,Deaths,Costa Rica,Both,All ages,Mental disorders,Percent,2015,1.2353010488130001e-05,2.4897488473255408e-05,5.0499596950028705e-06
All Population,Deaths,Costa Rica,Both,All ages,Mental disorders,Rate,2015,0.005461005074869504,0.01099108156341051,0.002237020533730779
All Population,Deaths,El Salvador,Both,All ages,Diarrheal diseases,Number,2016,312.0565983136854,526.1295405968332,226.71320152844638
All Population,Deaths,El Salvador,Both,All ages,Diarrheal diseases,Percent,2016,0.007085285898732842,0.012014278689500096,0.005093604224507572
All Population,Deaths,El Salvador,Both,All ages,Diarrheal diseases,Rate,2016,5.069130258181308,8.546587985559906,3.6827894555261635
All Population,Deaths,Costa Rica,Both,All ages,Neoplasms,Number,2015,5290.037134960087,5499.599161494997,5026.732684863259
All Population,Deaths,Costa Rica,Both,All ages,Neoplasms,Percent,2015,0.24838488555563304,0.257376887724031,0.23695433212052616
All Population,Deaths,Costa Rica,Both,All ages,Neoplasms,Rate,2015,109.8166502552884,114.16697884233855,104.35067488134378
All Population,Deaths,El Salvador,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2016,451.2318720562672,496.8592414124108,407.26248892721657
All Population,Deaths,El Salvador,Both,All ages,HIV/AIDS and sexually transmitted infections,Percent,2016,0.010244273782377898,0.011351716145396753,0.009212423976462283
All Population,Deaths,El Salvador,Both,All ages,HIV/AIDS and sexually transmitted infections,Rate,2016,7.329930366660372,8.071113472078782,6.615680029838501
All Population,Deaths,El Salvador,Both,All ages,Respiratory infections and tuberculosis,Number,2016,2782.851570964166,3090.1999524865846,2462.318191612803
All Population,Deaths,El Salvador,Both,All ages,Respiratory infections and tuberculosis,Percent,2016,0.06317490741803625,0.06982050867828755,0.05626431821091869
All Population,Deaths,El Salvador,Both,All ages,Respiratory infections and tuberculosis,Rate,2016,45.205379981171156,50.19802871539924,39.9985506405725
All Population,Deaths,Guatemala,Both,All ages,Nutritional deficiencies,Number,2016,1379.236717186434,1540.6250817286034,1223.556015270772
All Population,Deaths,Guatemala,Both,All ages,Nutritional deficiencies,Percent,2016,0.01724184047998644,0.019227312965590073,0.015268676820922374
All Population,Deaths,Guatemala,Both,All ages,Nutritional deficiencies,Rate,2016,9.159490926234524,10.231268701727151,8.125617655013034
All Population,Deaths,Guatemala,Both,All ages,Neglected tropical diseases and malaria,Number,2016,225.89014638195388,264.2617909097812,193.3616487933088
All Population,Deaths,Guatemala,Both,All ages,Neglected tropical diseases and malaria,Percent,2016,0.00282381890275464,0.0032951815640579656,0.002424597066452181
All Population,Deaths,Guatemala,Both,All ages,Neglected tropical diseases and malaria,Rate,2016,1.5001331680989607,1.7549586998570614,1.2841118899567816
All Population,Deaths,Guatemala,Both,All ages,Digestive diseases,Number,2016,7036.382091342618,7388.766800371391,6606.177919810442
All Population,Deaths,Guatemala,Both,All ages,Digestive diseases,Percent,2016,0.08795854195031781,0.09228203077524043,0.08325354667849504
All Population,Deaths,Guatemala,Both,All ages,Digestive diseases,Rate,2016,46.72851086117076,49.06869257521121,43.87153123144087
All Population,Deaths,Guatemala,Both,All ages,Neoplasms,Number,2016,9694.288403913632,10077.51538544768,9323.446281757906
All Population,Deaths,Guatemala,Both,All ages,Neoplasms,Percent,2016,0.1211823660052656,0.12550783279523464,0.11693655436620926
All Population,Deaths,Guatemala,Both,All ages,Neoplasms,Rate,2016,64.37962792426504,66.92463272025829,61.91687079880223
All Population,Deaths,Guatemala,Both,All ages,Mental disorders,Number,2016,0.15501325764997836,0.40809254082592467,0.07546591519260333
All Population,Deaths,Guatemala,Both,All ages,Mental disorders,Percent,2016,1.937903686676635e-06,5.133389401322105e-06,9.413429466338979e-07
All Population,Deaths,Guatemala,Both,All ages,Mental disorders,Rate,2016,0.0010294407835860348,0.0027101366126506534,0.0005011680423188731
All Population,Deaths,Costa Rica,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2015,202.4673002063433,218.17958013160444,186.6743133357498
